correctness,reasoning,clarity,accuracy,final_score,feedback,problem
2,3,3,2,2,"Phần a) sai hoàn toàn khi nhận định f(x) là VCL khi x->0+. Phần b) không trả lời đúng câu hỏi, nhận định sai là f(x) không phải VCB khi x->0-, và đưa ra giả định không có trong đề bài. Phần c) có cố gắng so sánh nhưng lập luận chưa chặt chẽ và kết luận cuối cùng chưa chính xác. Lập luận chung về giới hạn của e^{-1/x} khi x tiến về 0 là sai ở cả hai phía.","Cho $f(x) = (x^2+1)e^{-1/x}$. a) Khi $x \to 0^+$, đây có phải là một VCL không? Tìm phần chính của nó. b) Khi $x \to 0^-$, đây có phải là một VCB không? Tìm bậc và phần chính của nó. c) So sánh $f(x)$ với $g(x)=x^n$ khi $x \to 0^-$."
10,10,10,10,10,"Lời giải rất đầy đủ, chi tiết và chính xác theo từng bước yêu cầu của đề bài. Học sinh đã thực hiện đúng các biến đổi, khai triển Taylor và tính toán để đưa ra kết quả cuối cùng một cách logic.","Tìm giới hạn $L = \lim_{x \to +\infty} x^2(e^{1/x} - e^{1/(x+1)})$. a) Đặt $u=1/x$. Khi $x \to +\infty$, $u$ tiến đến đâu? Viết lại giới hạn theo $u$. b) Sử dụng khai triển $e^t = 1+t+t^2/2+o(t^2)$ để khai triển các số hạng trong ngoặc. c) Rút gọn và tính giới hạn."
2,3,4,3,3,"Học sinh đã xác định sai phần dư của khai triển Maclaurin cho sin(x). Khai triển Maclaurin của sin(x) có dạng $\sin(x) = x - \frac{x^3}{3!} + \frac{x^5}{5!} - \dots + (-1)^{n-1}\frac{x^{2n-1}}{(2n-1)!} + R_n(x)$. Phần dư $\alpha_n(x)$ theo định nghĩa trong đề bài là hiệu giữa $\sin(x)$ và phần đa thức có bậc cao nhất là $2n-1$. Do đó, $\alpha_n(x)$ sẽ bắt đầu bằng số hạng bậc $2n+1$. Việc xác định sai bậc ban đầu dẫn đến các câu trả lời sai ở phần b và c. Cần làm rõ định nghĩa ""phần dư của khai triển Maclaurin"" và cách xác định bậc của nó. Phần c, học sinh nhận định đúng là giới hạn không tồn tại nếu theo cách hiểu ban đầu, nhưng lại không đưa ra được kết quả đúng khi xem xét định nghĩa chính xác hơn.",Cho VCB $\alpha_n(x) = \sin(x) - (x - \frac{x^3}{3!} + ... + (-1)^{n-1}\frac{x^{2n-1}}{(2n-1)!})$ là phần dư của khai triển Maclaurin cho $\sin(x)$. a) Bậc của VCB $\alpha_n(x)$ khi $x \to 0$ là gì? b) Xét $\beta(x) = x \alpha_n(x)$. Bậc của VCB này là bao nhiêu? c) Tính giới hạn $\lim_{x \to 0} \frac{\alpha_n(x)}{x^{2n}}$.
10,9,9,10,9,"Bài làm của học sinh đã giải quyết đúng cả ba phần của bài toán. Lập luận cho phần a) và b) là chính xác và đầy đủ, sử dụng đúng Nguyên lý kẹp. Phần c) cũng cho kết quả đúng và có sự so sánh hợp lý về tốc độ hội tụ. Tuy nhiên, phần lập luận cho câu c) có thể chi tiết hơn một chút để rõ ràng hơn việc áp dụng Nguyên lý kẹp cho hàm g(x), tương tự như cách làm ở câu a).","Xét hàm số $f(x)$ được định nghĩa bởi: $f(x) = \begin{cases} x^2 \sin(\frac{1}{x}) & \text{khi } x \neq 0 \\ 0 & \text{khi } x = 0 \end{cases}$. a) Tính giới hạn của $f(x)$ khi $x \to 0$. Gợi ý: Sử dụng Nguyên lý kẹp. b) Dựa vào kết quả câu a, hãy cho biết hàm số $f(x)$ có liên tục tại $x=0$ không? Giải thích. c) Hàm số $g(x) = x \sin(\frac{1}{x})$ (với $g(0)=0$) có liên tục tại $x=0$ không? So sánh với $f(x)$."
9,9,9,9,9,"Bài giải của học sinh rất tốt, tuy nhiên cách trình bày tập xác định có thể rõ ràng hơn một chút. Thay vì dùng ký hiệu hợp [-3, 1) ∪ (1, ∞), có thể sử dụng ký hiệu tập hợp D = [-3, ∞) \ {1} để thống nhất với cách diễn đạt của đáp án chuẩn. Việc gọi tên dạng gián đoạn là ""lỗ hổng"" là chưa đủ, cần bổ sung thêm thuật ngữ chuyên môn ""gián đoạn khử được"" hoặc ""gián đoạn loại I"" như trong đáp án chuẩn.",Cho hàm số $f(x) = \frac{\sqrt{x+3} - 2}{x-1}$. a) Tìm tập xác định của hàm số $f(x)$. Điểm $x=1$ có thuộc tập xác định không? b) Tính $\lim_{x \to 1} f(x)$. c) Hàm số $f(x)$ có một 'lỗ hổng' tại $x=1$. Hãy định nghĩa lại hàm số $f(x)$ tại $x=1$ để nó trở thành một hàm số $g(x)$ liên tục tại điểm đó. Dạng gián đoạn này gọi là gì?
10,10,10,10,10,"Bạn đã trả lời đúng và đầy đủ các phần của bài toán. Lập luận chặt chẽ, rõ ràng và chính xác về mặt toán học. Cách trình bày tuân thủ đúng yêu cầu của Định lý giá trị trung gian.","Sử dụng Định lý giá trị trung gian (Intermediate Value Theorem - IVT). a) Phát biểu các điều kiện cần thiết để áp dụng Định lý giá trị trung gian cho hàm $f(x)$ trên đoạn $[a, b]$. b) Chứng minh rằng phương trình $x^3 + 2x - 5 = 0$ có ít nhất một nghiệm thực trong khoảng $(1, 2)$. c) Phương trình $\cos(x) = x$ có nghiệm trong khoảng $(0, \frac{\pi}{2})$ không? Giải thích bằng IVT."
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác và đầy đủ. Các bước lập luận rõ ràng, trình bày mạch lạc và sử dụng đúng các khái niệm toán học. Việc xác định loại gián đoạn là chính xác.","Cho hàm số $f(x) = \frac{|x-2|}{x-2}$. a) Tìm tập xác định của $f(x)$. b) Tính giới hạn trái $\lim_{x \to 2^-} f(x)$ và giới hạn phải $\lim_{x \to 2^+} f(x)$. c) Dựa vào kết quả câu b, hàm số có liên tục tại $x=2$ không? Nếu không, đây là loại gián đoạn gì?"
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác và đầy đủ các bước. Lập luận chặt chẽ, trình bày rõ ràng và tuân thủ đúng định nghĩa về tính liên tục của hàm số. Các bước tính toán và giải hệ phương trình cũng rất chính xác.",Tìm các hằng số $a$ và $b$ để hàm số sau liên tục trên toàn bộ tập số thực R. $f(x) = \begin{cases} 2x+1 & \text{khi } x < 0 \\ a\cos(x) + b & \text{khi } 0 \le x \le \pi \\ \sin(x) - 3 & \text{khi } x > \pi \end{cases}$ a) Viết điều kiện để hàm số liên tục tại $x=0$. b) Viết điều kiện để hàm số liên tục tại $x=\pi$. c) Giải hệ phương trình tìm $a$ và $b$.
10,10,10,10,10,"Lời giải của học sinh rất chi tiết, mạch lạc và hoàn toàn chính xác. Học sinh đã thực hiện đầy đủ các bước cần thiết để phân tích tính liên tục của hàm hợp, từ việc tìm điểm gián đoạn của hàm thành phần đến việc xác định hàm hợp và tập xác định của nó. Lập luận về nguyên nhân gián đoạn cũng rất rõ ràng.",Xét tính liên tục của hàm hợp. Cho hai hàm số $f(x) = \frac{1}{x-1}$ và $g(x) = x^2+1$. a) Tìm điểm gián đoạn của $f(x)$ và $g(x)$. b) Xác định hàm hợp $h(x) = g(f(x))$ và tìm tập xác định của nó. c) Hàm $h(x)$ gián đoạn tại đâu? Giải thích.
9,9,9,9,9,"Bài làm của học sinh rất tốt, trả lời đầy đủ các ý của câu hỏi với lập luận rõ ràng và chính xác. Tuy nhiên, ở phần b) khi xét tính liên tục tại x=1.5, học sinh kết luận hàm số liên tục vì giới hạn trái = giới hạn phải = giá trị hàm số, điều này là đúng. Tuy nhiên, phần giải thích về giới hạn trái và phải không hoàn toàn rõ ràng cho trường hợp này. Mặc dù [1.5]=1, giới hạn trái của [x] khi x tiến về 1.5 là 1 và giới hạn phải là 1, nhưng việc diễn giải tại sao giới hạn trái là 1 (do các giá trị nhỏ hơn 1.5 nhưng vẫn lớn hơn hoặc bằng 1) và giới hạn phải là 1 (do các giá trị lớn hơn 1.5 nhưng vẫn nhỏ hơn 2) chưa được nêu bật. Phần kết luận tổng quát ở c) là chính xác và dựa trên phân tích ở b).","Hàm số phần nguyên $f(x) = [x]$ (greatest integer function) được định nghĩa là số nguyên lớn nhất không vượt quá $x$. Ví dụ: $[3.14]=3, [5]=5, [-1.5]=-2$. a) Vẽ (hoặc mô tả) đồ thị của hàm số $f(x)=[x]$ trên đoạn $[-2, 3]$. b) Tại các điểm $x=1.5$ và $x=2$, hàm số có liên tục không? Tính giới hạn trái, giới hạn phải tại các điểm đó. c) Đưa ra kết luận tổng quát về các điểm gián đoạn của hàm $f(x)=[x]$."
10,10,10,10,10,"Lời giải rất đầy đủ, chính xác và chi tiết. Học sinh đã thực hiện đúng các bước để tìm tập xác định, xét tính liên tục trên khoảng mở và kiểm tra tại các đầu mút của đoạn. Lập luận rõ ràng, logic và sử dụng đúng các định lý, tính chất về hàm số liên tục.","Xét tính liên tục trên một đoạn. Cho hàm số $f(x) = \sqrt{4-x^2}$. a) Tìm tập xác định của hàm số $f(x)$. Đây là một đoạn đóng hay mở b) Hàm số có liên tục trong khoảng $(-2, 2)$ không? Vì sao? c) Để nói hàm số liên tục trên tập xác định của nó, ta cần kiểm tra thêm điều gì? Hãy thực hiện việc kiểm tra đó."
10,10,10,10,10,"Lời giải của học sinh hoàn toàn chính xác, đầy đủ và trình bày rõ ràng theo từng bước. Lập luận chặt chẽ, sử dụng đúng các định nghĩa về liên tục và gián đoạn của hàm số. Đã trả lời đầy đủ các ý trong câu hỏi.","Cho hàm số $f(x) = e^x$ và $g(x) = \begin{cases} 1 & \text{khi } x > 0 \\ -1 & \text{khi } x \le 0 \end{cases}$. a) Hàm $f(x)$ và $g(x)$ có những điểm gián đoạn nào? b) Xét hàm hợp $h(x) = f(g(x))$. Hãy viết biểu thức của $h(x)$ dưới dạng hàm piecewise (hàm cho bởi nhiều công thức). c) Dựa vào biểu thức của $h(x)$ ở câu b, hàm số này có liên tục tại $x=0$ không? Giải thích."
10,10,10,10,10,"Bài giải của bạn đã giải quyết hoàn toàn các yêu cầu của đề bài. Các bước lập luận rõ ràng, chính xác, và kết quả cuối cùng đúng với đáp án chuẩn. Cách trình bày các khái niệm liên quan đến tính liên tục và đạo hàm cũng rất tốt.","Một vật thể di chuyển theo phương trình $s(t)$, trong đó $s$ là quãng đường (mét) và $t$ là thời gian (giây). Phương trình được cho bởi: $s(t) = \begin{cases} t^2 & \text{khi } 0 \le t \le 2 \\ at+b & \text{khi } t > 2 \end{cases}$. a) Để quãng đường không bị 'nhảy' một cách đột ngột tại thời điểm $t=2$, mối quan hệ giữa $a$ và $b$ phải là gì? Điều này tương ứng với khái niệm nào trong giải tích? b) Vận tốc tức thời được cho bởi đạo hàm $v(t) = s'(t)$. Giả sử vật chuyển động 'trơn tru', tức là vận tốc không thay đổi đột ngột tại $t=2$. Hãy tính vận tốc tại $t=2$ từ hai phía và tìm ra giá trị của $a$. c) Từ các kết quả trên, hãy tìm $a$ và $b$ để cả quãng đường và vận tốc đều liên tục tại $t=2$."
10,10,10,10,10,"Học sinh đã giải bài toán một cách hoàn chỉnh và chính xác. Các bước lập luận logic, rõ ràng và áp dụng đúng các định lý toán học. Lời giải đầy đủ, bao gồm cả các trường hợp đặc biệt và trường hợp tổng quát.","Chứng minh sự tồn tại của điểm bất động (Fixed Point). Một điểm $c$ được gọi là điểm bất động của hàm $f(x)$ nếu $f(c)=c$. a) Cho hàm số $f(x)$ liên tục trên đoạn $[0, 1]$ và giá trị của hàm số cũng nằm trong đoạn này, tức là $f: [0, 1] \to [0, 1]$. Hãy định nghĩa một hàm phụ $g(x) = f(x) - x$. Hàm $g(x)$ có liên tục trên $[0, 1]$ không? b) Tính $g(0)$ và $g(1)$. Hãy nhận xét về dấu của chúng (hoặc giá trị có thể có). c) Áp dụng Định lý giá trị trung gian (IVT) cho hàm $g(x)$, hãy chứng minh rằng luôn tồn tại ít nhất một điểm bất động $c \in [0, 1]$ của hàm $f(x)$."
10,10,10,10,10,"Bài giải của học sinh rất tốt, trình bày rõ ràng, logic, sử dụng đúng các quy tắc L'Hôpital để tính giới hạn và tìm ra đúng giá trị của tham số $a$. Cách phân tích bài toán và các bước giải đều chính xác.","Tìm giá trị của tham số $a$ để hàm số sau liên tục tại $x=0$, sử dụng các quy tắc nâng cao để tính giới hạn. $f(x) = \begin{cases} \frac{e^{ax} - \cos(2x) - ax}{x^2} & \text{khi } x \neq 0 \\ 3 & \text{khi } x = 0 \end{cases}$ a) Xác định dạng vô định của giới hạn $\lim_{x \to 0} f(x)$. b) Sử dụng quy tắc L'Hôpital hai lần để tính giới hạn này theo tham số $a$. c) Dựa vào điều kiện liên tục, tìm giá trị của $a$."
10,10,10,10,10,"Lời giải của học sinh rất đầy đủ, chính xác và logic. Cách sử dụng dãy số để chứng minh sự tồn tại/không tồn tại của giới hạn ở câu a) là chuẩn mực. Việc áp dụng Nguyên lý kẹp ở câu b) cũng rất hợp lý và cho kết quả đúng. Kết luận ở câu c) bao quát toàn bộ vấn đề. Tất cả các tiêu chí đều đạt điểm tối đa.",Xét một hàm số kỳ lạ: $f(x) = \begin{cases} x & \text{nếu } x \in \mathbb{Q} \text{ (số hữu tỉ)} \\ 0 & \text{nếu } x \in \mathbb{I} \text{ (số vô tỉ)} \end{cases}$. a) Xét tính liên tục của $f(x)$ tại $x=1$. Gợi ý: Tìm một dãy số vô tỉ hội tụ về 1 và một dãy số hữu tỉ hội tụ về 1. b) Xét tính liên tục của $f(x)$ tại $x=0$ bằng định nghĩa giới hạn (sử dụng Nguyên lý kẹp). c) Kết luận về tập hợp các điểm mà tại đó $f(x)$ liên tục.
10,9,9,10,9,"Học sinh đã giải quyết đúng tất cả các phần của bài toán. Lập luận cho câu a và c rõ ràng và chính xác. Phần b áp dụng đúng kết quả từ câu a. Có thể cải thiện thêm về cách trình bày lập luận cho câu a để mạch lạc hơn, tuy nhiên vẫn đạt điểm cao.","Sử dụng Định lý giá trị lớn nhất và nhỏ nhất (Extreme Value Theorem - EVT). Định lý phát biểu rằng một hàm số liên tục trên một đoạn đóng $[a, b]$ thì sẽ đạt được giá trị lớn nhất $M$ và giá trị nhỏ nhất $m$ trên đoạn đó. a) Cho $f(x)$ là một hàm đa thức bậc chẵn với hệ số của số hạng bậc cao nhất là dương. Chứng minh rằng $f(x)$ có một giá trị nhỏ nhất toàn cục trên $\mathbb{R}$. Gợi ý: Xét giới hạn khi $x \to \pm\infty$. b) Áp dụng cho hàm $f(x) = x^4 - 4x + 10$. Chứng minh rằng tồn tại $x_0$ sao cho $f(x_0) \le f(x)$ với mọi $x \in \mathbb{R}$. c) Đa thức bậc lẻ có luôn đạt giá trị nhỏ nhất hoặc lớn nhất toàn cục không? Giải thích."
10,10,10,10,10,"Bài làm của học sinh trình bày đầy đủ, logic và chính xác, bám sát yêu cầu của từng phần. Các bước lập luận rõ ràng, áp dụng đúng kiến thức về tính liên tục của hàm số và đồng nhất thức đã cho. Cách diễn đạt dễ hiểu, không mắc lỗi sai.","Xét tính liên tục của hàm hợp $h(x) = \max\{f(x), g(x)\}$. a) Chứng minh đồng nhất thức sau: $\max\{a, b\} = \frac{1}{2}(a+b + |a-b|)$. b) Cho hai hàm số $f(x)$ và $g(x)$ cùng liên tục trên $\mathbb{R}$. Sử dụng đồng nhất thức ở câu a, hãy chứng minh rằng hàm số $h(x) = \max\{f(x), g(x)\}$ cũng liên tục trên $\mathbb{R}$. c) Tương tự, hàm $k(x) = \min\{f(x), g(x)\}$ có liên tục không? Viết biểu thức tương tự cho $\min\{a, b\}$."
10,10,10,10,10,"Bài giải của học sinh rất tốt, bám sát các bước phân tích và chứng minh theo yêu cầu của đề bài. Các lập luận về tính liên tục của hàm g(theta), tính toán g(0) và g(pi), và việc áp dụng Định lý giá trị trung gian đều chính xác và rõ ràng. Học sinh đã trình bày đầy đủ và mạch lạc theo từng phần của câu hỏi.","Bài toán IVT trên đường tròn. Giả sử nhiệt độ trên đường xích đạo của Trái Đất là một hàm liên tục theo vị trí. a) Gọi $T(\theta)$ là hàm nhiệt độ tại điểm có kinh độ $\theta$, với $\theta \in [0, 2\pi]$. Giả sử $T$ là hàm liên tục và $T(0) = T(2\pi)$ (quay đủ một vòng thì trở về điểm xuất phát). Mục tiêu là chứng minh có hai điểm đối diện nhau trên xích đạo có cùng nhiệt độ. b) Định nghĩa hàm số $g(\theta) = T(\theta) - T(\theta + \pi)$ trên đoạn $[0, \pi]$. Hàm $g(\theta)$ có liên tục không? Tại sao? c) Tính $g(0)$ và $g(\pi)$. So sánh chúng và dùng Định lý giá trị trung gian để hoàn thành chứng minh."
10,10,10,10,10,"Bài giải của học sinh rất tốt, đầy đủ, chính xác và logic. Các bước giải được trình bày rõ ràng, mạch lạc, đi từ các trường hợp đơn giản đến tổng quát. Việc sử dụng quy nạp và tính liên tục tại một điểm để suy ra kết quả cuối cùng là hoàn toàn chính xác. Hướng dẫn trong gợi ý cũng được học sinh vận dụng hiệu quả.","Tính liên tục và phương trình hàm Cauchy. Xét một hàm số $f: \mathbb{R} \to \mathbb{R}$ thỏa mãn phương trình hàm $f(x+y) = f(x) + f(y)$ với mọi $x, y \in \mathbb{R}$. a) Cho $x=y=0$, hãy tìm $f(0)$. Cho $y=-x$, hãy chứng tỏ $f(x)$ là hàm lẻ. b) Bằng quy nạp, chứng minh rằng $f(nx) = n f(x)$ với mọi số nguyên $n$ và $x \in \mathbb{R}$. Từ đó suy ra $f(q) = q \cdot f(1)$ với mọi số hữu tỉ $q$. c) Giả sử thêm rằng $f(x)$ liên tục tại một điểm duy nhất là $x=0$. Hãy chứng minh $f(x) = cx$ với mọi $x \in \mathbb{R}$, trong đó $c=f(1)$. Gợi ý: Với mọi số vô tỉ $x$, luôn tồn tại một dãy số hữu tỉ $q_n$ hội tụ về $x$."
10,9,9,9,9,Học sinh đã giải quyết đúng tất cả các phần của bài toán. Lập luận chặt chẽ và sử dụng đúng các định nghĩa về các loại điểm gián đoạn. Cách chọn dãy số trong phần b rất sáng tạo và hiệu quả. Phần c giải thích rõ ràng lý do giới hạn không tồn tại và phân loại đúng loại gián đoạn. Có thể cải thiện thêm một chút ở phần trình bày ký hiệu toán học và lời giải thích cho phần b để rõ ràng hơn về sự dao động của hàm.,"Phân loại điểm gián đoạn vô hạn và dao động. a) Xét hàm số $f(x) = \frac{1}{(x-2)^2}$. Tính giới hạn trái và phải của $f(x)$ khi $x \to 2$. Loại gián đoạn tại $x=2$ là gì? b) Xét hàm số $g(x) = \sin(\frac{1}{x-1})$ tại $x=1$. Hãy tìm hai dãy số $x_n$ và $y_n$ cùng tiến về 1 nhưng làm cho $g(x_n)$ và $g(y_n)$ tiến về hai giá trị khác nhau. c) Từ kết quả câu b, $\lim_{x \to 1} g(x)$ có tồn tại không? Loại gián đoạn này có phải là gián đoạn bước nhảy hay gián đoạn vô hạn không? Nó được gọi là gì?"
10,9,9,10,9,"Bài giải rất tốt, thể hiện sự hiểu biết sâu sắc về hàm Thomae và các khái niệm về tính liên tục, gián đoạn. Phần lý luận cho cả hai trường hợp (hữu tỉ và vô tỉ) đều chặt chẽ và chính xác. Có một chút gợi ý nhỏ cho phần c) để làm rõ hơn nữa về cách chọn delta.","Tính liên tục của hàm Thomae (Thomae's function). Xét hàm số $f: (0, 1) \to \mathbb{R}$ được định nghĩa như sau: $f(x) = \begin{cases} \frac{1}{q} & \text{nếu } x = \frac{p}{q} \text{ là số hữu tỉ tối giản } (p, q \in \mathbb{N}^*, q \ge 1) \\ 0 & \text{nếu } x \text{ là số vô tỉ} \end{cases}$. a) Tính $f(\frac{1}{2})$, $f(\frac{3}{4})$, $f(\frac{\sqrt{2}}{2})$. b) Chứng minh rằng $f(x)$ gián đoạn tại mọi điểm hữu tỉ $x_0 \in (0, 1)$. Gợi ý: Tìm một dãy số vô tỉ hội tụ về $x_0$. c) Chứng minh rằng $f(x)$ liên tục tại mọi điểm vô tỉ $x_0 \in (0, 1)$. Gợi ý: Với một $\epsilon > 0$ cho trước, chứng tỏ chỉ có hữu hạn các số hữu tỉ $\frac{p}{q}$ sao cho $\frac{1}{q} \ge \epsilon$."
10,10,10,10,10,"Học sinh đã giải quyết bài toán một cách chính xác và đầy đủ. Lập luận rõ ràng, mạch lạc, bám sát định nghĩa và định lý được đưa ra. Cách trình bày khoa học, dễ hiểu.","Tính liên tục đều (Uniform Continuity). Một hàm $f$ được gọi là liên tục đều trên tập $A$ nếu với mọi $\epsilon > 0$, tồn tại $\delta > 0$ sao cho với mọi $x, y \in A$, nếu $|x-y| < \delta$ thì $|f(x)-f(y)| < \epsilon$. a) Xét hàm $f(x)=x^2$ trên đoạn $[0, 2]$. Chứng minh rằng nó liên tục đều trên đoạn này. b) Xét hàm $g(x)=\frac{1}{x}$ trên khoảng $(0, 1)$. Chứng tỏ rằng nó không liên tục đều. Gợi ý: Chọn $\epsilon=1$, hãy chỉ ra rằng không có $\delta$ nào thỏa mãn. c) Một định lý quan trọng phát biểu: Nếu một hàm số liên tục trên một đoạn đóng, bị chặn $[a, b]$ thì nó liên tục đều trên đoạn đó. Dựa vào định lý này, hãy cho biết hàm nào trong hai hàm trên chắc chắn liên tục đều mà không cần chứng minh chi tiết."
10,10,10,10,10,"Bài giải của học sinh hoàn toàn chính xác và đầy đủ. Các bước lập luận logic, rõ ràng và thể hiện sự hiểu biết sâu sắc về khái niệm đạo hàm và tính liên tục của đạo hàm. Việc sử dụng Nguyên lý kẹp là chính xác và hiệu quả.","Tính liên tục của đạo hàm. Xét hàm số $f(x) = \begin{cases} x^2 \sin(\frac{1}{x}) & \text{khi } x \neq 0 \\ 0 & \text{khi } x = 0 \end{cases}$. a) Ta đã biết hàm $f(x)$ liên tục tại $x=0$. Hãy tính đạo hàm $f'(x)$ với $x \neq 0$. b) Dùng định nghĩa đạo hàm $f'(0) = \lim_{h \to 0} \frac{f(0+h) - f(0)}{h}$ để tính $f'(0)$. c) Dựa vào kết quả câu a, hãy tính $\lim_{x \to 0} f'(x)$. Giới hạn này có tồn tại không? d) Kết quả ở câu b và c cho ta kết luận gì về tính liên tục của hàm đạo hàm $f'(x)$ tại $x=0$?"
10,9,9,10,9,"Bài giải đã chứng minh đầy đủ và chính xác các yêu cầu của đề bài. Phần phát biểu định lý ở câu a) cần chính xác hơn một chút theo định nghĩa chuẩn. Ở câu c), cách lập luận 'Áp dụng IVT cho f trên [a,b], tồn tại c ∈ [a,b] sao cho f(c) = y' khi m < y < M, cần làm rõ hơn là f liên tục trên đoạn con xác định bởi các điểm đạt min, max. Tuy nhiên, cách diễn đạt hiện tại vẫn được chấp nhận và hiểu đúng ý.","Ảnh của một tập compact. Một định lý nền tảng của giải tích khẳng định rằng ảnh của một tập compact (đóng và bị chặn) qua một hàm liên tục cũng là một tập compact. a) Cho hàm $f$ liên tục trên đoạn $[a, b]$. Hãy phát biểu Định lý giá trị lớn nhất-nhỏ nhất (EVT) và Định lý giá trị trung gian (IVT). b) Sử dụng EVT, hãy chứng minh rằng tập giá trị (range) của $f$, ký hiệu là $f([a,b])$, là một tập bị chặn và chứa hai phần tử là infimum và supremum của nó. c) Gọi $m = \min_{x \in [a,b]} f(x)$ và $M = \max_{x \in [a,b]} f(x)$ là hai giá trị tìm được ở câu b. Sử dụng IVT, chứng minh rằng tập giá trị của $f$ chứa toàn bộ đoạn $[m, M]$. Từ đó kết luận $f([a, b]) = [m, M]$, là một đoạn đóng và bị chặn."
10,10,10,10,10,"Bài giải đầy đủ, chi tiết, logic và chính xác. Học sinh đã nắm vững phương trình hàm mũ và cách sử dụng tính chất liên tục để suy rộng.","Phương trình hàm mũ. Tìm tất cả các hàm số $f: \mathbb{R} \to \mathbb{R}$ liên tục tại $x=0$ và thỏa mãn $f(x+y) = f(x)f(y)$ với mọi $x, y \in \mathbb{R}$. a) Tìm $f(0)$. Suy ra rằng nếu tồn tại $x_0$ sao cho $f(x_0)=0$, thì $f(x)=0$ với mọi $x$. b) Giả sử $f(x)$ không phải là hàm hằng không. Chứng minh $f(x) > 0$ với mọi $x$. Gợi ý: $f(x) = f(x/2 + x/2)$. c) Đặt $a=f(1)$. Chứng minh rằng $f(q) = a^q$ với mọi số hữu tỉ $q$. d) Sử dụng tính liên tục của $f$ để mở rộng kết quả từ câu c cho mọi số thực $x$."
10,10,10,10,10,"Bài giải của học sinh đã giải quyết đầy đủ và chính xác tất cả các phần của bài toán. Các lập luận logic, rõ ràng và bám sát các định lý đã cho. Việc sử dụng Định lý giá trị trung bình và các bước chứng minh đều đạt yêu cầu.","Tính liên tục Lipschitz. Một hàm số $f$ được gọi là liên tục Lipschitz trên tập $A$ nếu tồn tại hằng số $K > 0$ (hằng số Lipschitz) sao cho $|f(x) - f(y)| \le K|x-y|$ với mọi $x, y \in A$. a) Chứng minh rằng nếu $f$ liên tục Lipschitz trên $A$ thì $f$ liên tục đều trên $A$. b) Sử dụng Định lý giá trị trung bình (Mean Value Theorem), chứng minh rằng nếu $f$ khả vi trên $(a, b)$ và đạo hàm $f'(x)$ bị chặn, tức là $|f'(x)| \le K$ với mọi $x \in (a, b)$, thì $f$ liên tục Lipschitz trên $(a, b)$. c) Dùng kết quả câu b để chứng minh $f(x) = \sqrt{x^2+1}$ liên tục đều trên $\mathbb{R}$."
10,10,10,10,10,"Bài giải của học sinh rất tốt, phân tích đầy đủ các phần của bài toán. Lời giải chặt chẽ, chính xác và trình bày rõ ràng. Các bước phân tích về giới hạn điểm, tính liên tục của các hàm $f_n$ và hàm giới hạn $f$, cũng như sự khác biệt giữa hội tụ điểm và hội tụ đều đều được làm rõ. Không có điểm nào cần chỉnh sửa.","Giới hạn của dãy hàm và tính liên tục. Xét dãy hàm $f_n(x) = x^n$ trên đoạn $[0, 1]$. a) Với mỗi $x \in [0, 1]$ cố định, hãy tính giới hạn điểm $f(x) = \lim_{n \to \infty} f_n(x)$. Viết biểu thức cho hàm $f(x)$. b) Mỗi hàm $f_n(x) = x^n$ có liên tục trên $[0, 1]$ không? c) Hàm giới hạn $f(x)$ tìm được ở câu a có liên tục trên $[0, 1]$ không? Nếu không, nó gián đoạn tại đâu? d) Kết quả này có mâu thuẫn với mệnh đề 'giới hạn của các hàm liên tục là một hàm liên tục' không? Giải thích sự khác biệt giữa hội tụ điểm (pointwise convergence) và hội tụ đều (uniform convergence)."
10,9,9,9,9,"Học sinh đã hiểu và giải quyết đúng cả ba phần của bài toán. Lập luận cho phần a) và b) tương đối rõ ràng và chính xác. Phần c) cũng đã phác thảo được ý tưởng chứng minh liên tục dựa trên kết quả của câu b) và tính bị chặn. Có thể cải thiện một chút ở phần lập luận bị chặn trên trong câu a) để chặt chẽ hơn. Tuy nhiên, nhìn chung đây là một bài làm tốt.","Tính liên tục và tính lồi. Một hàm số $f$ được gọi là lồi (convex) trên khoảng $(a,b)$ nếu với mọi $x, y \in (a,b)$ và mọi $t \in [0, 1]$, ta có $f(tx + (1-t)y) \le tf(x) + (1-t)f(y)$. a) Cho $f$ là một hàm lồi trên $(a,b)$. Lấy $x_0 \in (a,b)$ và chọn $\delta > 0$ đủ nhỏ sao cho $[x_0-\delta, x_0+\delta] \subset (a,b)$. Chứng minh rằng $f(x)$ bị chặn trên trong lân cận $(x_0-\delta, x_0+\delta)$. Gợi ý: biểu diễn $x_0$ qua $x_0-\delta$ và $x_0+\delta$. b) Sử dụng tính lồi, chứng minh rằng với ba điểm $u < v < w$ trong $(a,b)$, ta có $\frac{f(v)-f(u)}{v-u} \le \frac{f(w)-f(u)}{w-u} \le \frac{f(w)-f(v)}{w-v}$. (Bất đẳng thức ba dây cung). c) Dựa vào các kết quả trên, hãy phác thảo một chứng minh rằng mọi hàm lồi trên một khoảng mở đều liên tục trên khoảng đó."
