correctness,reasoning,clarity,accuracy,final_score,feedback,problem
10,10,10,10,10.0,"Bài làm của học sinh hoàn toàn chính xác và tuân thủ đúng các bước lập luận cần thiết. Các phần a, b, c đều được giải quyết đúng đắn với lập luận chặt chẽ và chính xác về mặt toán học. Cách trình bày rõ ràng, dễ hiểu.",Cho VCB $\alpha_n(x) = \sin(x) - (x - \frac{x^3}{3!} + ... + (-1)^{n-1}\frac{x^{2n-1}}{(2n-1)!})$ là phần dư của khai triển Maclaurin cho $\sin(x)$. a) Bậc của VCB $\alpha_n(x)$ khi $x \to 0$ là gì? b) Xét $\beta(x) = x \alpha_n(x)$. Bậc của VCB này là bao nhiêu? c) Tính giới hạn $\lim_{x \to 0} \frac{\alpha_n(x)}{x^{2n}}$.
10,9,9,10,9.0,"Lời giải của học sinh đã giải đúng và đầy đủ các phần của bài toán. Tuy nhiên, ở phần b) và c) có thể bổ sung thêm phần giải thích rõ ràng hơn về sự khác biệt giữa f(x) và g(x) khi tiến về 0, ngoài việc chỉ nói 'nhanh hơn'.","Xét hàm số $f(x)$ được định nghĩa bởi: $f(x) = \begin{cases} x^2 \sin(\frac{1}{x}) & \text{khi } x \neq 0 \\ 0 & \text{khi } x = 0 \end{cases}$. a) Tính giới hạn của $f(x)$ khi $x \to 0$. Gợi ý: Sử dụng Nguyên lý kẹp. b) Dựa vào kết quả câu a, hãy cho biết hàm số $f(x)$ có liên tục tại $x=0$ không? Giải thích. c) Hàm số $g(x) = x \sin(\frac{1}{x})$ (với $g(0)=0$) có liên tục tại $x=0$ không? So sánh với $f(x)$."
10,10,10,10,10.0,"Bài giải rất tốt, đầy đủ và chính xác. Các bước lập luận rõ ràng, sử dụng đúng các phương pháp toán học để giải quyết bài toán. Việc định nghĩa lại hàm số và gọi tên dạng gián đoạn cũng rất chính xác.",Cho hàm số $f(x) = \frac{\sqrt{x+3} - 2}{x-1}$. a) Tìm tập xác định của hàm số $f(x)$. Điểm $x=1$ có thuộc tập xác định không? b) Tính $\lim_{x \to 1} f(x)$. c) Hàm số $f(x)$ có một 'lỗ hổng' tại $x=1$. Hãy định nghĩa lại hàm số $f(x)$ tại $x=1$ để nó trở thành một hàm số $g(x)$ liên tục tại điểm đó. Dạng gián đoạn này gọi là gì?
10,10,10,10,10.0,"Bài làm của học sinh rất tốt, trả lời đầy đủ và chính xác các yêu cầu của đề bài. Các bước lập luận rõ ràng, sử dụng đúng định lý giá trị trung gian. Cách trình bày mạch lạc, dễ hiểu.","Sử dụng Định lý giá trị trung gian (Intermediate Value Theorem - IVT). a) Phát biểu các điều kiện cần thiết để áp dụng Định lý giá trị trung gian cho hàm $f(x)$ trên đoạn $[a, b]$. b) Chứng minh rằng phương trình $x^3 + 2x - 5 = 0$ có ít nhất một nghiệm thực trong khoảng $(1, 2)$. c) Phương trình $\cos(x) = x$ có nghiệm trong khoảng $(0, \frac{\pi}{2})$ không? Giải thích bằng IVT."
10,10,10,10,10.0,"Bài làm của học sinh rất tốt, các bước giải đều chính xác và đầy đủ. Cách lập luận rõ ràng, dễ hiểu và tuân thủ đúng các quy tắc toán học. Đặc biệt, việc xác định đúng loại gián đoạn là điểm cộng lớn.","Cho hàm số $f(x) = \frac{|x-2|}{x-2}$. a) Tìm tập xác định của $f(x)$. b) Tính giới hạn trái $\lim_{x \to 2^-} f(x)$ và giới hạn phải $\lim_{x \to 2^+} f(x)$. c) Dựa vào kết quả câu b, hàm số có liên tục tại $x=2$ không? Nếu không, đây là loại gián đoạn gì?"
7,8,8,8,8.0,"Học sinh đã hiểu đúng các khái niệm về tính liên tục của hàm số tại một điểm và đã thiết lập đúng các điều kiện cần thiết. Tuy nhiên, ở phần c, học sinh đã giải sai hệ phương trình dẫn đến kết quả cuối cùng không chính xác. Cần kiểm tra lại các bước giải phương trình.",Tìm các hằng số $a$ và $b$ để hàm số sau liên tục trên toàn bộ tập số thực R. $f(x) = \begin{cases} 2x+1 & \text{khi } x < 0 \\ a\cos(x) + b & \text{khi } 0 \le x \le \pi \\ \sin(x) - 3 & \text{khi } x > \pi \end{cases}$ a) Viết điều kiện để hàm số liên tục tại $x=0$. b) Viết điều kiện để hàm số liên tục tại $x=\pi$. c) Giải hệ phương trình tìm $a$ và $b$.
10,9,9,9,9.0,"Học sinh đã giải đúng tất cả các phần của bài toán. Phần lập luận về tính liên tục của hàm hợp và điểm gián đoạn đã chính xác. Tuy nhiên, trong phần c, học sinh có thể làm rõ hơn về cách xác định loại điểm gián đoạn (loại 2) dựa trên giới hạn vô cùng.",Xét tính liên tục của hàm hợp. Cho hai hàm số $f(x) = \frac{1}{x-1}$ và $g(x) = x^2+1$. a) Tìm điểm gián đoạn của $f(x)$ và $g(x)$. b) Xác định hàm hợp $h(x) = g(f(x))$ và tìm tập xác định của nó. c) Hàm $h(x)$ gián đoạn tại đâu? Giải thích.
0,0,0,0,0.0,"Học sinh đã không cung cấp bất kỳ lời giải nào, chỉ đưa ra một dự đoán không liên quan. Do đó, không thể đánh giá dựa trên các tiêu chí đã cho.","Hàm số phần nguyên $f(x) = [x]$ (greatest integer function) được định nghĩa là số nguyên lớn nhất không vượt quá $x$. Ví dụ: $[3.14]=3, [5]=5, [-1.5]=-2$. a) Vẽ (hoặc mô tả) đồ thị của hàm số $f(x)=[x]$ trên đoạn $[-2, 3]$. b) Tại các điểm $x=1.5$ và $x=2$, hàm số có liên tục không? Tính giới hạn trái, giới hạn phải tại các điểm đó. c) Đưa ra kết luận tổng quát về các điểm gián đoạn của hàm $f(x)=[x]$."
10,10,10,10,10.0,"Lời giải hoàn toàn chính xác và đầy đủ các bước. Học sinh đã hiểu rõ khái niệm về tập xác định, tính liên tục trên khoảng mở và đoạn đóng, cũng như cách kiểm tra các điều kiện liên tục tại biên của đoạn.","Xét tính liên tục trên một đoạn. Cho hàm số $f(x) = \sqrt{4-x^2}$. a) Tìm tập xác định của hàm số $f(x)$. Đây là một đoạn đóng hay mở b) Hàm số có liên tục trong khoảng $(-2, 2)$ không? Vì sao? c) Để nói hàm số liên tục trên tập xác định của nó, ta cần kiểm tra thêm điều gì? Hãy thực hiện việc kiểm tra đó."
10,10,10,10,10.0,"Bài làm hoàn toàn chính xác, lập luận chặt chẽ và trình bày rõ ràng, đạt điểm tối đa.","Cho hàm số $f(x) = e^x$ và $g(x) = \begin{cases} 1 & \text{khi } x > 0 \\ -1 & \text{khi } x \le 0 \end{cases}$. a) Hàm $f(x)$ và $g(x)$ có những điểm gián đoạn nào? b) Xét hàm hợp $h(x) = f(g(x))$. Hãy viết biểu thức của $h(x)$ dưới dạng hàm piecewise (hàm cho bởi nhiều công thức). c) Dựa vào biểu thức của $h(x)$ ở câu b, hàm số này có liên tục tại $x=0$ không? Giải thích."
10,10,10,10,10.0,"Lời giải của học sinh hoàn toàn chính xác và đầy đủ, trình bày rõ ràng, lập luận logic, tuân thủ các khái niệm giải tích liên quan.","Một vật thể di chuyển theo phương trình $s(t)$, trong đó $s$ là quãng đường (mét) và $t$ là thời gian (giây). Phương trình được cho bởi: $s(t) = \begin{cases} t^2 & \text{khi } 0 \le t \le 2 \\ at+b & \text{khi } t > 2 \end{cases}$. a) Để quãng đường không bị 'nhảy' một cách đột ngột tại thời điểm $t=2$, mối quan hệ giữa $a$ và $b$ phải là gì? Điều này tương ứng với khái niệm nào trong giải tích? b) Vận tốc tức thời được cho bởi đạo hàm $v(t) = s'(t)$. Giả sử vật chuyển động 'trơn tru', tức là vận tốc không thay đổi đột ngột tại $t=2$. Hãy tính vận tốc tại $t=2$ từ hai phía và tìm ra giá trị của $a$. c) Từ các kết quả trên, hãy tìm $a$ và $b$ để cả quãng đường và vận tốc đều liên tục tại $t=2$."
10,10,10,10,10.0,"Học sinh đã trả lời đúng tất cả các phần của câu hỏi và trình bày lập luận một cách rõ ràng, chính xác. Các bước đi đều logic và tuân theo yêu cầu của đề bài.","Chứng minh sự tồn tại của điểm bất động (Fixed Point). Một điểm $c$ được gọi là điểm bất động của hàm $f(x)$ nếu $f(c)=c$. a) Cho hàm số $f(x)$ liên tục trên đoạn $[0, 1]$ và giá trị của hàm số cũng nằm trong đoạn này, tức là $f: [0, 1] \to [0, 1]$. Hãy định nghĩa một hàm phụ $g(x) = f(x) - x$. Hàm $g(x)$ có liên tục trên $[0, 1]$ không? b) Tính $g(0)$ và $g(1)$. Hãy nhận xét về dấu của chúng (hoặc giá trị có thể có). c) Áp dụng Định lý giá trị trung gian (IVT) cho hàm $g(x)$, hãy chứng minh rằng luôn tồn tại ít nhất một điểm bất động $c \in [0, 1]$ của hàm $f(x)$."
0,0,0,0,0.0,"Học sinh đã đưa ra một dự đoán sai và không có lời giải chi tiết. Đáp án chuẩn đã giải thích rõ ràng các bước để xác định dạng vô định, áp dụng quy tắc L'Hôpital hai lần và cuối cùng là tìm giá trị của a dựa trên điều kiện liên tục của hàm số. Cần thực hiện các bước tính toán chính xác và trình bày rõ ràng.","Tìm giá trị của tham số $a$ để hàm số sau liên tục tại $x=0$, sử dụng các quy tắc nâng cao để tính giới hạn. $f(x) = \begin{cases} \frac{e^{ax} - \cos(2x) - ax}{x^2} & \text{khi } x \neq 0 \\ 3 & \text{khi } x = 0 \end{cases}$ a) Xác định dạng vô định của giới hạn $\lim_{x \to 0} f(x)$. b) Sử dụng quy tắc L'Hôpital hai lần để tính giới hạn này theo tham số $a$. c) Dựa vào điều kiện liên tục, tìm giá trị của $a$."
10,10,10,10,10.0,"Bài làm của học sinh hoàn toàn chính xác và đầy đủ. Cách trình bày rõ ràng, lập luận chặt chẽ, sử dụng đúng các khái niệm về giới hạn và tính liên tục của hàm số. Đặc biệt, phần gợi ý ở câu a) và cách sử dụng Nguyên lý kẹp ở câu b) đều được học sinh vận dụng hiệu quả.",Xét một hàm số kỳ lạ: $f(x) = \begin{cases} x & \text{nếu } x \in \mathbb{Q} \text{ (số hữu tỉ)} \\ 0 & \text{nếu } x \in \mathbb{I} \text{ (số vô tỉ)} \end{cases}$. a) Xét tính liên tục của $f(x)$ tại $x=1$. Gợi ý: Tìm một dãy số vô tỉ hội tụ về 1 và một dãy số hữu tỉ hội tụ về 1. b) Xét tính liên tục của $f(x)$ tại $x=0$ bằng định nghĩa giới hạn (sử dụng Nguyên lý kẹp). c) Kết luận về tập hợp các điểm mà tại đó $f(x)$ liên tục.
10,10,10,10,10.0,"Bài giải của học sinh đã bám sát yêu cầu của đề bài, lập luận chặt chẽ và chính xác. Học sinh đã áp dụng đúng Định lý giá trị lớn nhất và nhỏ nhất (EVT) để chứng minh, đồng thời đưa ra ví dụ minh họa rõ ràng cho phần c. Cách trình bày logic, dễ hiểu.","Sử dụng Định lý giá trị lớn nhất và nhỏ nhất (Extreme Value Theorem - EVT). Định lý phát biểu rằng một hàm số liên tục trên một đoạn đóng $[a, b]$ thì sẽ đạt được giá trị lớn nhất $M$ và giá trị nhỏ nhất $m$ trên đoạn đó. a) Cho $f(x)$ là một hàm đa thức bậc chẵn với hệ số của số hạng bậc cao nhất là dương. Chứng minh rằng $f(x)$ có một giá trị nhỏ nhất toàn cục trên $\mathbb{R}$. Gợi ý: Xét giới hạn khi $x \to \pm\infty$. b) Áp dụng cho hàm $f(x) = x^4 - 4x + 10$. Chứng minh rằng tồn tại $x_0$ sao cho $f(x_0) \le f(x)$ với mọi $x \in \mathbb{R}$. c) Đa thức bậc lẻ có luôn đạt giá trị nhỏ nhất hoặc lớn nhất toàn cục không? Giải thích."
10,10,10,10,10.0,"Lời giải của học sinh rất tốt, đầy đủ và chính xác. Học sinh đã chứng minh đồng nhất thức một cách rõ ràng qua hai trường hợp. Việc áp dụng đồng nhất thức để chứng minh tính liên tục của hàm hợp cũng được thực hiện một cách logic và chính xác, lần lượt chứng minh tính liên tục của từng thành phần trong biểu thức. Câu trả lời cho phần c cũng đầy đủ và chính xác.","Xét tính liên tục của hàm hợp $h(x) = \max\{f(x), g(x)\}$. a) Chứng minh đồng nhất thức sau: $\max\{a, b\} = \frac{1}{2}(a+b + |a-b|)$. b) Cho hai hàm số $f(x)$ và $g(x)$ cùng liên tục trên $\mathbb{R}$. Sử dụng đồng nhất thức ở câu a, hãy chứng minh rằng hàm số $h(x) = \max\{f(x), g(x)\}$ cũng liên tục trên $\mathbb{R}$. c) Tương tự, hàm $k(x) = \min\{f(x), g(x)\}$ có liên tục không? Viết biểu thức tương tự cho $\min\{a, b\}$."
10,10,10,10,10.0,"Bài làm rất tốt, đầy đủ, chính xác và lập luận chặt chẽ. Đáp án chuẩn xác và việc áp dụng Định lý giá trị trung gian rất phù hợp.","Bài toán IVT trên đường tròn. Giả sử nhiệt độ trên đường xích đạo của Trái Đất là một hàm liên tục theo vị trí. a) Gọi $T(\theta)$ là hàm nhiệt độ tại điểm có kinh độ $\theta$, với $\theta \in [0, 2\pi]$. Giả sử $T$ là hàm liên tục và $T(0) = T(2\pi)$ (quay đủ một vòng thì trở về điểm xuất phát). Mục tiêu là chứng minh có hai điểm đối diện nhau trên xích đạo có cùng nhiệt độ. b) Định nghĩa hàm số $g(\theta) = T(\theta) - T(\theta + \pi)$ trên đoạn $[0, \pi]$. Hàm $g(\theta)$ có liên tục không? Tại sao? c) Tính $g(0)$ và $g(\pi)$. So sánh chúng và dùng Định lý giá trị trung gian để hoàn thành chứng minh."
10,10,10,10,10.0,"Lời giải của học sinh rất chi tiết, bám sát các bước của bài toán và hoàn toàn khớp với đáp án chuẩn. Các lập luận logic, rõ ràng và chính xác về mặt toán học. Cách trình bày mạch lạc, dễ theo dõi.","Tính liên tục và phương trình hàm Cauchy. Xét một hàm số $f: \mathbb{R} \to \mathbb{R}$ thỏa mãn phương trình hàm $f(x+y) = f(x) + f(y)$ với mọi $x, y \in \mathbb{R}$. a) Cho $x=y=0$, hãy tìm $f(0)$. Cho $y=-x$, hãy chứng tỏ $f(x)$ là hàm lẻ. b) Bằng quy nạp, chứng minh rằng $f(nx) = n f(x)$ với mọi số nguyên $n$ và $x \in \mathbb{R}$. Từ đó suy ra $f(q) = q \cdot f(1)$ với mọi số hữu tỉ $q$. c) Giả sử thêm rằng $f(x)$ liên tục tại một điểm duy nhất là $x=0$. Hãy chứng minh $f(x) = cx$ với mọi $x \in \mathbb{R}$, trong đó $c=f(1)$. Gợi ý: Với mọi số vô tỉ $x$, luôn tồn tại một dãy số hữu tỉ $q_n$ hội tụ về $x$."
10,9,9,10,9.0,"Bài làm của học sinh làm đúng và đầy đủ các phần của bài toán. Lập luận chặt chẽ và cách trình bày rõ ràng. Có một điểm nhỏ trong phần b) là dãy $y_n$ đưa ra ban đầu làm cho $g(y_n)$ dao động giữa -1 và 1, tuy nhiên, việc chọn cụ thể để giới hạn khác nhau là cần thiết để chứng minh giới hạn không tồn tại. Đáp án chuẩn đã làm tốt hơn ở điểm này. Tuy nhiên, về tổng thể, bài làm đạt điểm rất cao.","Phân loại điểm gián đoạn vô hạn và dao động. a) Xét hàm số $f(x) = \frac{1}{(x-2)^2}$. Tính giới hạn trái và phải của $f(x)$ khi $x \to 2$. Loại gián đoạn tại $x=2$ là gì? b) Xét hàm số $g(x) = \sin(\frac{1}{x-1})$ tại $x=1$. Hãy tìm hai dãy số $x_n$ và $y_n$ cùng tiến về 1 nhưng làm cho $g(x_n)$ và $g(y_n)$ tiến về hai giá trị khác nhau. c) Từ kết quả câu b, $\lim_{x \to 1} g(x)$ có tồn tại không? Loại gián đoạn này có phải là gián đoạn bước nhảy hay gián đoạn vô hạn không? Nó được gọi là gì?"
10,10,10,10,10.0,"Bài giải hoàn toàn chính xác, lập luận chặt chẽ và trình bày rõ ràng theo đúng các bước của định nghĩa liên tục và gián đoạn. Các ví dụ và cách xây dựng dãy số đều hợp lý.","Tính liên tục của hàm Thomae (Thomae's function). Xét hàm số $f: (0, 1) \to \mathbb{R}$ được định nghĩa như sau: $f(x) = \begin{cases} \frac{1}{q} & \text{nếu } x = \frac{p}{q} \text{ là số hữu tỉ tối giản } (p, q \in \mathbb{N}^*, q \ge 1) \\ 0 & \text{nếu } x \text{ là số vô tỉ} \end{cases}$. a) Tính $f(\frac{1}{2})$, $f(\frac{3}{4})$, $f(\frac{\sqrt{2}}{2})$. b) Chứng minh rằng $f(x)$ gián đoạn tại mọi điểm hữu tỉ $x_0 \in (0, 1)$. Gợi ý: Tìm một dãy số vô tỉ hội tụ về $x_0$. c) Chứng minh rằng $f(x)$ liên tục tại mọi điểm vô tỉ $x_0 \in (0, 1)$. Gợi ý: Với một $\epsilon > 0$ cho trước, chứng tỏ chỉ có hữu hạn các số hữu tỉ $\frac{p}{q}$ sao cho $\frac{1}{q} \ge \epsilon$."
10,9,9,10,9.5,"Lời giải của học sinh rất tốt, bám sát yêu cầu của đề bài và đúng với đáp án chuẩn. Tuy nhiên, ở phần b, cách chọn điểm để chứng minh $g(x)$ không liên tục đều có thể rõ ràng hơn một chút bằng cách làm tương tự như đáp án chuẩn (chọn $x = 1/n, y = 1/(n+1)$). Phần c giải thích hợp lý và đúng định lý áp dụng.","Tính liên tục đều (Uniform Continuity). Một hàm $f$ được gọi là liên tục đều trên tập $A$ nếu với mọi $\epsilon > 0$, tồn tại $\delta > 0$ sao cho với mọi $x, y \in A$, nếu $|x-y| < \delta$ thì $|f(x)-f(y)| < \epsilon$. a) Xét hàm $f(x)=x^2$ trên đoạn $[0, 2]$. Chứng minh rằng nó liên tục đều trên đoạn này. b) Xét hàm $g(x)=\frac{1}{x}$ trên khoảng $(0, 1)$. Chứng tỏ rằng nó không liên tục đều. Gợi ý: Chọn $\epsilon=1$, hãy chỉ ra rằng không có $\delta$ nào thỏa mãn. c) Một định lý quan trọng phát biểu: Nếu một hàm số liên tục trên một đoạn đóng, bị chặn $[a, b]$ thì nó liên tục đều trên đoạn đó. Dựa vào định lý này, hãy cho biết hàm nào trong hai hàm trên chắc chắn liên tục đều mà không cần chứng minh chi tiết."
10,10,10,10,10.0,"Bài giải của học sinh rất tốt, đi đúng hướng và trình bày rõ ràng các bước. Tất cả các phần a, b, c, d đều được giải quyết chính xác và có lập luận chặt chẽ. Đặc biệt, việc sử dụng Nguyên lý kẹp để chứng minh giới hạn là rất chính xác. Kết luận cuối cùng cũng rất chính xác và nêu bật được tính chất quan trọng của bài toán.","Tính liên tục của đạo hàm. Xét hàm số $f(x) = \begin{cases} x^2 \sin(\frac{1}{x}) & \text{khi } x \neq 0 \\ 0 & \text{khi } x = 0 \end{cases}$. a) Ta đã biết hàm $f(x)$ liên tục tại $x=0$. Hãy tính đạo hàm $f'(x)$ với $x \neq 0$. b) Dùng định nghĩa đạo hàm $f'(0) = \lim_{h \to 0} \frac{f(0+h) - f(0)}{h}$ để tính $f'(0)$. c) Dựa vào kết quả câu a, hãy tính $\lim_{x \to 0} f'(x)$. Giới hạn này có tồn tại không? d) Kết quả ở câu b và c cho ta kết luận gì về tính liên tục của hàm đạo hàm $f'(x)$ tại $x=0$?"
10,10,10,10,10.0,"Lời giải của bạn rất xuất sắc, bám sát yêu cầu đề bài và thể hiện sự hiểu biết sâu sắc về các định lý quan trọng của giải tích. Các bước lập luận logic, rõ ràng và chính xác.","Ảnh của một tập compact. Một định lý nền tảng của giải tích khẳng định rằng ảnh của một tập compact (đóng và bị chặn) qua một hàm liên tục cũng là một tập compact. a) Cho hàm $f$ liên tục trên đoạn $[a, b]$. Hãy phát biểu Định lý giá trị lớn nhất-nhỏ nhất (EVT) và Định lý giá trị trung gian (IVT). b) Sử dụng EVT, hãy chứng minh rằng tập giá trị (range) của $f$, ký hiệu là $f([a,b])$, là một tập bị chặn và chứa hai phần tử là infimum và supremum của nó. c) Gọi $m = \min_{x \in [a,b]} f(x)$ và $M = \max_{x \in [a,b]} f(x)$ là hai giá trị tìm được ở câu b. Sử dụng IVT, chứng minh rằng tập giá trị của $f$ chứa toàn bộ đoạn $[m, M]$. Từ đó kết luận $f([a, b]) = [m, M]$, là một đoạn đóng và bị chặn."
10,10,10,10,10.0,"Bài giải chi tiết, lập luận chặt chẽ và chính xác, đi từ các trường hợp đơn giản đến tổng quát. Các bước giải đều được trình bày rõ ràng và logic. Kết quả cuối cùng là chính xác.","Phương trình hàm mũ. Tìm tất cả các hàm số $f: \mathbb{R} \to \mathbb{R}$ liên tục tại $x=0$ và thỏa mãn $f(x+y) = f(x)f(y)$ với mọi $x, y \in \mathbb{R}$. a) Tìm $f(0)$. Suy ra rằng nếu tồn tại $x_0$ sao cho $f(x_0)=0$, thì $f(x)=0$ với mọi $x$. b) Giả sử $f(x)$ không phải là hàm hằng không. Chứng minh $f(x) > 0$ với mọi $x$. Gợi ý: $f(x) = f(x/2 + x/2)$. c) Đặt $a=f(1)$. Chứng minh rằng $f(q) = a^q$ với mọi số hữu tỉ $q$. d) Sử dụng tính liên tục của $f$ để mở rộng kết quả từ câu c cho mọi số thực $x$."
10,10,10,10,10.0,"Bài giải của học sinh hoàn toàn chính xác và đầy đủ cho cả ba phần. Lập luận chặt chẽ, trình bày rõ ràng, sử dụng đúng các định lý và định nghĩa. Việc chứng minh bất đẳng thức |f'(x)| < 1 trong câu c) là chính xác.","Tính liên tục Lipschitz. Một hàm số $f$ được gọi là liên tục Lipschitz trên tập $A$ nếu tồn tại hằng số $K > 0$ (hằng số Lipschitz) sao cho $|f(x) - f(y)| \le K|x-y|$ với mọi $x, y \in A$. a) Chứng minh rằng nếu $f$ liên tục Lipschitz trên $A$ thì $f$ liên tục đều trên $A$. b) Sử dụng Định lý giá trị trung bình (Mean Value Theorem), chứng minh rằng nếu $f$ khả vi trên $(a, b)$ và đạo hàm $f'(x)$ bị chặn, tức là $|f'(x)| \le K$ với mọi $x \in (a, b)$, thì $f$ liên tục Lipschitz trên $(a, b)$. c) Dùng kết quả câu b để chứng minh $f(x) = \sqrt{x^2+1}$ liên tục đều trên $\mathbb{R}$."
10,10,10,10,10.0,"Bài làm của học sinh rất tốt, trả lời đúng và đầy đủ các ý của đề bài. Lập luận rõ ràng, chính xác và trình bày mạch lạc. Phần giải thích về sự khác biệt giữa hội tụ điểm và hội tụ đều cũng rất chính xác.","Giới hạn của dãy hàm và tính liên tục. Xét dãy hàm $f_n(x) = x^n$ trên đoạn $[0, 1]$. a) Với mỗi $x \in [0, 1]$ cố định, hãy tính giới hạn điểm $f(x) = \lim_{n \to \infty} f_n(x)$. Viết biểu thức cho hàm $f(x)$. b) Mỗi hàm $f_n(x) = x^n$ có liên tục trên $[0, 1]$ không? c) Hàm giới hạn $f(x)$ tìm được ở câu a có liên tục trên $[0, 1]$ không? Nếu không, nó gián đoạn tại đâu? d) Kết quả này có mâu thuẫn với mệnh đề 'giới hạn của các hàm liên tục là một hàm liên tục' không? Giải thích sự khác biệt giữa hội tụ điểm (pointwise convergence) và hội tụ đều (uniform convergence)."
9,9,8,8,8.0,"Lời giải của học sinh đã đi đúng hướng và giải quyết được các yêu cầu của bài toán. Học sinh đã hiểu và áp dụng đúng định nghĩa hàm lồi để chứng minh các phần a, b, và c. Tuy nhiên, ở phần a, cách diễn đạt để chứng minh bị chặn trên chưa hoàn toàn chặt chẽ và dễ hiểu. Phần c, mặc dù có phác thảo đúng ý tưởng, nhưng việc sử dụng ""nguyên lý kẹp"" và các bước biến đổi đại số chi tiết để kết nối với tính bị chặn trên cần được làm rõ hơn để đảm bảo tính chính xác toán học.","Tính liên tục và tính lồi. Một hàm số $f$ được gọi là lồi (convex) trên khoảng $(a,b)$ nếu với mọi $x, y \in (a,b)$ và mọi $t \in [0, 1]$, ta có $f(tx + (1-t)y) \le tf(x) + (1-t)f(y)$. a) Cho $f$ là một hàm lồi trên $(a,b)$. Lấy $x_0 \in (a,b)$ và chọn $\delta > 0$ đủ nhỏ sao cho $[x_0-\delta, x_0+\delta] \subset (a,b)$. Chứng minh rằng $f(x)$ bị chặn trên trong lân cận $(x_0-\delta, x_0+\delta)$. Gợi ý: biểu diễn $x_0$ qua $x_0-\delta$ và $x_0+\delta$. b) Sử dụng tính lồi, chứng minh rằng với ba điểm $u < v < w$ trong $(a,b)$, ta có $\frac{f(v)-f(u)}{v-u} \le \frac{f(w)-f(u)}{w-u} \le \frac{f(w)-f(v)}{w-v}$. (Bất đẳng thức ba dây cung). c) Dựa vào các kết quả trên, hãy phác thảo một chứng minh rằng mọi hàm lồi trên một khoảng mở đều liên tục trên khoảng đó."
10,9,9,10,9.0,"Học sinh đã giải quyết đúng tất cả các phần của bài toán. Lập luận và trình bày rõ ràng, chính xác. Có một vài chỗ học sinh tự sửa và làm rõ hơn. Điểm trừ nhỏ ở phần lập luận câu a là học sinh có thử một vài cách chọn dãy không đúng trước khi tìm ra cách đúng, tuy nhiên điều này không ảnh hưởng đến kết quả cuối cùng và cho thấy quá trình tư duy. Có thể cải thiện thêm một chút ở phần diễn giải để mạch lạc hơn ở câu a.","Định lý Darboux (Tính chất giá trị trung gian của đạo hàm). Mặc dù đạo hàm không nhất thiết phải liên tục, nó vẫn có tính chất giá trị trung gian. a) Xét lại hàm $f(x) = x^2 \sin(1/x)$ và đạo hàm $f'(x) = 2x\sin(1/x) - \cos(1/x)$ với $f'(0)=0$. Hãy tìm một dãy $x_n \to 0$ sao cho $f'(x_n) = 1$ và một dãy $y_n \to 0$ sao cho $f'(y_n) = -1$. b) Phát biểu Định lý Darboux: Nếu $f$ khả vi trên $[a, b]$ và $k$ là một số bất kỳ giữa $f'(a)$ và $f'(b)$, thì tồn tại $c \in (a, b)$ sao cho $f'(c) = k$. c) Sử dụng kết quả câu a và Định lý Darboux, chứng minh rằng với mọi $\delta > 0$, hàm $f'(x)$ nhận mọi giá trị trong khoảng $[-1, 1]$ trên khoảng $(0, \delta)$."
10,10,10,10,10.0,"Bài giải của học sinh rất tốt, trình bày rõ ràng, lập luận chặt chẽ và chính xác. Các bước giải đều tuân thủ đúng phương pháp toán học. Phần a) tìm giới hạn L dựa trên tính liên tục của hàm số, phần b) chứng minh tính đơn điệu và bị chặn bằng quy nạp, phần c) áp dụng định lý hội tụ đơn điệu để kết luận đều được thực hiện một cách hoàn hảo.","Tính liên tục và dãy lặp. Xét hàm $f(x) = \sqrt{2+x}$ và dãy số $(x_n)$ được định nghĩa bởi $x_0 = 0$ và $x_{n+1} = f(x_n) = \sqrt{2+x_n}$ for $n \ge 0$. a) Giả sử dãy $(x_n)$ hội tụ đến một giới hạn $L$. Sử dụng tính liên tục của $f(x)$, hãy tìm giá trị của $L$. b) Bằng quy nạp, hãy chứng minh rằng dãy $(x_n)$ là dãy tăng và bị chặn trên bởi 2. c) Dựa vào Định lý hội tụ đơn điệu (một dãy tăng và bị chặn trên thì có giới hạn), hãy kết luận về sự hội tụ của dãy và xác nhận lại giá trị giới hạn tìm được ở câu a."
